farmer_code,farmer_gender,farmer_age,farmer_experience,farmer_house_ownership_status,farmer_job_status,farmer_dependents,farmer_marital_status,farmer_other_job_status,farmer_other_job_type,farmer_financial_loan_history,farmer_financial_loan_performance,farmer_financial_monthly_income,farmer_insurance_status,farmer_savings_status,farmer_field_irrigation,farmer_field_range_to_water,farmer_planting_phase,farmer_planting_season,farming_frequency_in_year,farmer_seeds_certificate,farmer_seeds_type,farmer_seeds_variety,farmer_field_tiles,farmer_field_owned_area,farmer_field_proposed_area,proposed_field_size_ratio,farmer_field_ph,historical_harvest,farmer_last_year_harvest,farmer_last_year_expense,farmer_farming_failure_history,farmer_planting_rotation,farmer_partnership_eratani_history,farmer_credit_score,farmer_total_loan,farmer_repayment_status,farmer_count
PTN-7342,Male,52,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,1,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,1.4,1.5,107.14,6,"5,250","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"12,218,024",Lunas,2
PTN-7341,Male,57,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,18,1.5,1.5,100,6,"6,000","18,000","30,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"18,717,545",Outstanding,1
PTN-7340,Male,50,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,1.5,1.5,100,6,"5,200","18,000","30,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"18,717,545",Lunas,2
PTN-7339,Male,48,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,18,0.86,1,116.28,6,"5,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"12,218,024",Lunas,2
PTN-7338,Male,59,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Cerai Hidup,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,5,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,14,1.5,1.5,100,6,"6,000","18,000","30,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"18,717,545",Outstanding,1
PTN-7337,Male,53,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,11,0.88,1,113.64,6,"5,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"12,218,024",Lunas,2
PTN-7407,Male,60,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"7,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,2,Sudah Ditanam,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,6,"5,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,67,"12,854,143",Lunas,2
PTN-7407,Male,60,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"7,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,2,Sudah Ditanam,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,6,"5,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,67,"9,975,958",Lunas,2
PTN-7509,Female,38,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Sudah Ditanam,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,9,0.5,0.5,100,6,"6,000","6,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,64,"6,948,131",Lunas,1
PTN-7405,Male,49,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,,Cerai Hidup,"Ada, Wiraswasta",,Tidak Ada,,"6,500,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,15,1,1,100,5,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,69,"12,578,757",Lunas,2
PTN-8508,Female,37,14,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"5,300,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,2,Sudah Ditanam,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,26,2,2,100,5,"6,000",,"40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,75,"25,157,514",Outstanding,1
PTN-7396,Male,35,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,500,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,2,Sudah Ditanam,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,40,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"25,708,287",Lunas,1
PTN-7444,Male,59,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,0.5,0.5,100,6,"6,000","6,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"6,948,131",Outstanding,1
PTN-7395,Female,42,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,13,2,2,100,6,"5,500","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,73,"25,708,287",Lunas,2
PTN-7327,Male,52,24,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,1,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"6,000","12,000","13,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"14,430,597",Outstanding,1
PTN-7326,Female,60,40,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"7,500,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,15,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Ciherang,12,2,2,100,5,"6,000","24,000","26,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,72,"14,430,597",Lunas,1
PTN-7325,Female,61,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,2,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Ciherang,8,1,1,100,5,"6,000","12,000","13,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"14,430,597",Lunas,1
PTN-7323,Female,42,5,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"5,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,29,2,2,100,6,"6,000","24,000","21,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,73,"26,387,016",Lunas,2
PTN-7323,Female,42,5,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"5,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,29,2,2,100,6,"6,000","24,000","21,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,73,"20,943,774",Outstanding,2
PTN-7322,Female,47,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Cerai Hidup,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,000,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,40,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,19,2,2,100,6,"5,800","24,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"26,387,016",Lunas,2
PTN-7322,Female,47,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Cerai Hidup,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,000,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,40,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,19,2,2,100,6,"5,800","24,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"20,943,774",Outstanding,2
PTN-7321,Male,55,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"9,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Ciherang,15,2,2,100,7,"6,100","36,600","17,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,70,"25,720,006",Outstanding,1
PTN-7320,Male,48,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"9,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,13,1.5,1.5,100,6,"8,000","24,000","44,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"20,088,787",Lunas,1
PTN-7319,Female,45,19,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"11,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,21,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,73,"26,387,016",Lunas,1
PTN-7317,Male,58,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,1,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"12,218,024",Lunas,1
PTN-7477,Female,59,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,10,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,24,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,72,"25,708,287",Lunas,1
PTN-7534,Female,56,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"6,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,27,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,73,"25,708,287",Lunas,3
PTN-7534,Female,56,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"6,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,27,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,73,"24,076,705",Lunas,3
PTN-7422,Male,38,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,1,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,15,1.8,2,111.11,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"25,708,287",Lunas,3
PTN-7422,Male,38,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,1,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,15,1.8,2,111.11,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"24,076,705",Lunas,3
PTN-7424,Female,30,6,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,1,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,26,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,75,"25,708,287",Outstanding,1
PTN-7533,Female,38,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,10,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,30,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,73,"25,708,287",Lunas,1
PTN-7293,Male,50,19,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,350,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Ciherang,14,2,2,100,6,"6,300","37,800","17,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"25,720,006",Outstanding,2
PTN-7292,Male,59,33,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"12,000,000",Memiliki asuransi BPJS atau KIS,Deposito atau investasi,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,11,3,2,66.67,6,"5,000","80,000","15,000,000",Ada,Minimum 1x rotasi,Belum pernah,64,"22,239,564",Lunas,2
PTN-7292,Male,59,33,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"12,000,000",Memiliki asuransi BPJS atau KIS,Deposito atau investasi,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,11,3,2,66.67,6,"5,000","80,000","15,000,000",Ada,Minimum 1x rotasi,Belum pernah,64,"23,036,104",Lunas,2
PTN-7296,Male,52,28,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Belum Menikah,"Ada, Wiraswasta",,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,80,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,7,2,1,50,6,"3,000","12,000","7,200,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"11,119,782",Lunas,1
PTN-7335,Male,34,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"12,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,30,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,2,1,50,6,"6,000","24,000","13,700,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"10,129,881",Outstanding,1
PTN-7297,Female,53,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"15,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,15,3,2,66.67,6,"5,333","32,000","21,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"10,129,881",Lunas,2
PTN-7297,Female,53,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"15,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,15,3,2,66.67,6,"5,333","32,000","21,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"21,340,543",Lunas,2
PTN-7291,Female,57,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,2,1,0.5,50,6,"3,000","6,000","5,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"4,956,538",Outstanding,1
PTN-7290,Female,39,16,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,5,1,1,100,6,"5,500","11,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,60,"10,908,611",Outstanding,1
PTN-7288,Female,43,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,13,1,1,100,6,"5,500","11,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,60,"9,971,111",Outstanding,1
PTN-7287,Male,44,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Memiliki asuransi pribadi,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,55,2,2,100,6,"5,500","22,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"19,942,222",Outstanding,1
PTN-7286,Female,39,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"5,500","11,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,60,"9,971,111",Lunas,1
PTN-7285,Male,48,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,2,2,100,6,"5,500","22,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"19,942,222",Outstanding,1
PTN-7284,Female,43,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,23,1,1,100,6,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"12,854,143",Lunas,1
PTN-7283,Female,37,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,1,1,100,6,"5,500","11,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"9,971,111",Outstanding,1
PTN-7282,Female,58,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi pribadi,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,20,2,2,100,6,"5,500","22,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,64,"19,942,222",Outstanding,1
PTN-7281,Male,43,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,44,2,2,100,6,"6,000","24,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,73,"25,708,287",Outstanding,1
PTN-7280,Female,47,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,5,2,2,100,6,"5,500","22,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"19,942,222",Outstanding,1
